,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
1756,spokane,We don&#39t have craft that can fly this fast and make right turns at several thousand miles per hour,us,10/31/2008,10/15/1973 12:40,15 minutes,900,47.6588889,-117.425,circle,wa
1757,collierville,Group of about 20 sees UFO on clear day for about 5 minutes in 1973 in SW TENN.,us,5/15/2006,10/15/1973 16:00,5 minutes,300,35.0419444,-89.66444440000001,disk,tn
1758,chazy,Exact location: 44 deg 52&#39 33.74&quot; North&#44 73 deg 28&#39 52.99&quot;&#44 thanks to GPS and Google Earth (didn&#39t have either back then). Macadam Road,us,7/16/2006,10/15/1973 17:30,5 minutes,300,44.8897222,-73.43638890000001,light,ny
1759,englewood,They talked to me as a child.,us,3/21/2003,10/15/1973 18:00,2 min.,120,35.4244444,-84.4875,disk,tn
1760,houston,UFO hovers over Houston TX&#44 fall 1973.,us,9/24/2012,10/15/1973 19:30,45 minutes,2700,29.7630556,-95.3630556,circle,tx
1761,millington,3 Saucer shaped UFO&#39s over Naval Air Station.  F-4 Phantom Scrambled.,us,11/11/2013,10/15/1973 20:00,20-30 minutes,1800,35.3413889,-89.8972222,disk,tn
1762,germany (czech border),It&#39s not the only time &#33&#33,,8/1/2003,10/15/1973 23:00,1 minute,60,51.165691,10.451526,flash,
1763,north of colorado springs,Sun bright object seen high in the sky near Air force Academy disappears in seconds&#33,,6/9/2009,10/15/1974 01:30,4 to 5 seconds,5,38.833882,-104.821363,light,co
1764,memphis,Cigar in Memphis 1974.,us,12/2/2000,10/15/1974 18:00,probably 15-20min,1200,35.1494444,-90.04888890000001,cigar,tn
1765,bath,Strange animal sounds and what appeared to be a plane crashing before seeing huge craft hovering over tree across from our home. It,us,2/14/2006,10/15/1974 18:30,45 min,2700,41.1888889,-81.63638890000001,oval,oh
1766,san francisco (south of),A pulsing light that ascended at 90 degrees,us,4/16/2005,10/15/1974 22:30,3 minutes,180,37.775,-122.41833329999999,light,ca
1767,la junta,we saw a glowing green pencil shaped object going from south to north.  it moved out from behind one hill only to disappear behind anot,us,2/12/2004,10/15/1974 23:00,20 seconds,20,37.985,-103.5433333,other,co
1768,rockville,Floating abduction out of bed into a silver saucer; US military human beings on board&#44 some kind of head surgery performed.,us,8/5/2012,10/15/1975 02:30,2 hours at least,7200,39.0838889,-77.1530556,disk,md
1769,rockville,Abduction middle of night encounter human atired in US Military Uniforms (Airforce) experience some type of Brain Surgery&#33,us,12/2/2000,10/15/1975 03:00,1-2 hours,7200,39.0838889,-77.1530556,disk,md
1770,polland junction,4  of us saw the object while living near Prescott Arizona,,6/21/2000,10/15/1975 03:30,30 min,1800,34.451249,-112.267407,circle,az
1771,killeen,Odd occurance over Ft. Hood&#44 Texas,us,10/27/2004,10/15/1975 06:30,3-4 min.,240,31.1169444,-97.7275,changing,tx
1772,batesville,Shiny Silver Sphere seen for about 10 minutes in rural North Mississippi circa 1975,us,6/12/2008,10/15/1975 16:00,10 min,600,34.3113889,-89.9441667,sphere,ms
1773,marianna,Flying Disk seen in Fl Panhandle,us,9/24/2003,10/15/1975 16:00,5 minutes,300,30.7741667,-85.22694440000001,disk,fl
1774,marion,We saw a green object zoom across the sky going at least several thousand mile per hour.,us,8/12/2008,10/15/1975 16:00,2 seconds,2,38.3483333,-97.0169444,light,ks
1775,scituate,Object with orange lights moves straight up in sky to nothingness.,,12/16/2005,10/15/1975 17:00,10 minutes,600,41.785278,-71.61,circle,ri
1776,nesconset,Large quiet craft&#44  moving at a very low altitude&#44 heading east over Suffolk County&#44 New York.,us,2/14/2008,10/15/1975 18:00,3 minutes,180,40.8519444,-73.1544444,disk,ny
1777,williston,Missing Time,us,12/16/2005,10/15/1975 18:00,5 minutes,300,48.1333333,-103.6333333,disk,nd
1778,monroe,Flying saucer lifts off from field without a sound or trace.,us,10/10/2011,10/15/1975 19:00,1 minute,60,41.3305556,-74.18722220000001,disk,ny
1779,swannanoa,Mother and children witness dome-shaped object with lights ascending from the ground and hovering overhead,us,8/5/2001,10/15/1975 19:00,15 minutes,900,35.5977778,-82.4,other,nc
1780,montpelier/burlington (between),1970s cop sees massive UFO in rural Vermont,,8/30/2013,10/15/1975 19:30,5 minutes,300,44.475883,-73.21207199999999,other,vt
1781,ryegate (south of),10/15/75. Round shape&#44 extremely bright white light&#44 took off (up) when I told it to &quot;come get me&quot;.,us,10/31/2003,10/15/1975 22:00,1 hour,3600,46.2972222,-109.25805559999999,circle,mt
1782,collinsville,It was like something out of star wars,us,7/16/2003,10/15/1975 23:00,15 minutes,900,34.2638889,-85.8605556,triangle,al
1783,mineral king,Two people view UFO  in Mineral King National Park &#44 California . Investigation by air traffic controller .,us,2/1/2007,10/15/1976 17:30,8 hours,28800,36.4508333,-118.5938889,disk,ca
1784,rochester,Flashing red light appeared a foot above my car then sped away at incredible speed.,us,8/28/2003,10/15/1976 19:30,10 seconds,10,43.1547222,-77.61583329999999,unknown,ny
1785,eveleth,Lights above Eveleth Mn in mid 70&#39s,us,3/21/2003,10/15/1976 21:00,10-15 minutes,900,47.4625,-92.5397222,light,mn
1786,almena,Electrical failure of my reliable vehicle and some missing time.,us,10/31/2003,10/15/1976 23:00,4 hrs,14400,45.4169444,-92.03277779999999,unknown,wi
1787,biloxi,Silent black triangular object flying at low level near Kessler AFB.,us,3/19/2009,10/15/1977 21:00,< 1 min,60,30.3958333,-88.8852778,triangle,ms
1788,orlando,we were camping in a friends  yard   fairly dark night as I recall . we saw 5 disk shapes flying in a v formation  the had a greenish w,us,11/3/2005,10/15/1977 22:00,i minute,60,28.5380556,-81.3794444,disk,fl
1789,kennewick,Huge circular orbs of flaming red light flew above the river right in front of me one night while I was camping.,us,12/2/2000,10/15/1977 23:00,5 minutes,300,46.2113889,-119.13611110000001,light,wa
1790,des plaines,Sighting in Illinois,us,10/20/2005,10/15/1978 02:30,30 sec,30,42.0333333,-87.8833333,disk,il
1791,shelby township,Witnessed 2 Mich State Troopers run from close encouter of second kind.,,6/10/2003,10/15/1978 18:00,25 minutes,1500,42.670782,-83.032993,disk,mi
1792,coeur d&#39alene,Object raised vertically from lake and zips off horizontally like a lightning bolt.,us,2/14/2008,10/15/1978 19:00,10 seconds,10,47.6777778,-116.77944440000002,oval,id
1793,port st. joe,Sighting In Florida,,12/7/2006,10/15/1978 19:30,10-15 minutes,900,29.811876,-85.302974,circle,fl
1794,cherokee,Unknown white orb followed by approxmately 4 known objects,us,10/28/2002,10/15/1978 20:00,2 min.,120,35.4741667,-83.315,light,nc
1795,haena&#44 kauai,Six bright blue light orbs dance above the ocean just off Haena&#44 Kauai in 1978.,,4/24/2014,10/15/1978 21:00,5 minutes,300,22.223467,-159.556834,light,hi
1796,candia,Very large object seen in mid October 1978,us,6/12/2007,10/15/1978 22:00,15- 20 mon,1200,43.0777778,-71.27722220000001,oval,nh
1797,greenwich,((HOAX??))  had no control on tv. ash tray killd itself. the obkect was one big light.,us,12/12/2009,10/15/1978 24:00,15 minuts,900,41.0263889,-73.6288889,circle,ct
1798,ellwood city,What ever it was it knew I was their,us,6/12/2007,10/15/1979 16:30,15min,900,40.8616667,-80.2866667,unknown,pa
1799,bemidji,UFO drone watching a football game.,us,12/20/2012,10/15/1979 19:35,25 minutes,1500,47.4736111,-94.88,unknown,mn
1800,gig harbor,Gig Harbor visitors and subsequent regression,us,2/18/2011,10/15/1979 21:00,10 minutes,600,47.3294444,-122.5788889,circle,wa
2281,beverly,Possible ufo sighting 1965-1966 Beverly&#44 MA.,us,6/27/2011,10/16/1965 15:00,1 minute,60,42.5583333,-70.8805556,cylinder,ma
2282,east haven,Weather or NOT a Balloon&#33&#33&#33,us,11/21/2010,10/16/1977 18:00,1 minute,60,41.2761111,-72.8688889,disk,ct
2482,la jolla,(Quoting from a report made separatly by each of us less than 1 hour from the happening) &quot;My wife and I saw 4 UFO&#39s flying in half wing,us,4/16/2005,10/17/1965 19:15,4-5 seconds,5,32.8472222,-117.27333329999999,disk,ca
2483,la jolla,Four UFO&#39s fly in open daylight&#44 close by&#44 and with no sound whatever.  They did not seem the least bit concerned at being plainly seen,us,4/1/2001,10/17/1965 19:15,about 6 seconds,6,32.8472222,-117.27333329999999,disk,ca
2484,cherokee village,Bright light - 12ft Sphere,us,3/11/2006,10/17/1967 23:00,35 minutes,2100,36.2977778,-91.5158333,circle,ar
2485,montgomery,Lights appear out of the woods and chase vehicle.,us,2/14/2008,10/17/1973 23:30,15 minutes,900,32.3666667,-86.3,light,al
2486,greenwich,i made me feel it was a living thing.  that it was alive,us,12/12/2009,10/17/1975 19:00,10 minuts,600,41.0263889,-73.6288889,circle,ct
2683,charlotte,A large nocturnal bluish-green oval seen by tens of thousands.,us,1/19/2005,10/18/1973 20:00,30 minutes,1800,35.2269444,-80.8433333,oval,nc
2684,hopkinsville,Three saucer shaped craft with sequentially flashing multicolored lights followed young couple who experienced lost time,us,10/12/2001,10/18/1974 01:00,15-20 minutes,1200,36.8655556,-87.48861109999999,circle,ky
2685,birmingham,Is there a  4 way stop sign in space for UFO.,us,9/2/2005,10/18/1978 23:30,1 hour,3600,33.5205556,-86.8025,oval,al
2877,los banos&#44 laguna (philippines),While satellite gazing at night&#44 three objects moving in the upper atmosphere stopped completely for a second&#44 then proceeded in differ,,2/16/1999,10/19/1977 21:30,1 minute,60,14.169912,121.24406299999998,unknown,
3089,ramey airforce base (sac) (puerto rico),Strange cloud seen at Airforce Base near the Carribean Sea,,6/3/2011,10/20/1962 05:30,45 minutes,2700,38.738308,-93.57302800000001,oval,
3090,new iberia,On a clear&#44 cloudless day at 12:00 noon my buddy and I saw this craft at a maximum altitude of 100 to 200 feet.,us,8/7/2007,10/20/1964 12:00,5 minutes,300,30.0033333,-91.8186111,circle,la
3091,detroit,Amature Astronomer has sighting with telescope of a large circular object with writting on it in 1964.,us,2/18/2001,10/20/1964 21:00,45 minutes,2700,42.3313889,-83.0458333,circle,mi
3092,joppatown,controled fireball,,8/5/2009,10/20/1965 15:00,2 minutes,120,39.415,-76.356111,fireball,md
3093,albuquerque,Former wife and I saw a saucer shaped craft&#44 rotating counter clockwise&#44 as seen from under-full moon night&#44 or near- 1/4 to 1/2 mile a,us,2/16/2000,10/20/1966 02:00,3 minutes,180,35.0844444,-106.65055559999999,diamond,nm
3094,old greenwich,Very OLD sighting of glowing blue object hovering over RR tracks/wires in SW Connecticut. 1967&#33,us,2/1/2007,10/20/1967 18:00,30 seconds,30,41.0227778,-73.56527779999999,disk,ct
3095,ashtabula (saybrook twnshp.),In Oct.of 1968&#44a saucer shaped craft was hovering over a home at 1:00 am in the morn..It was a still and desserted state routethat nigh,us,8/24/2004,10/20/1968 01:00,15:00 min.,900,41.865,-80.79,disk,oh
3096,bullskin,DISK  ANGELD  ITSELF PERFECT TO THE PITCH OF ROOF AND MADE NO SOUND ALSO HOW IT COULD HOVER SO CLOSE TO THE HOUSE,,2/18/2001,10/20/1968 19:00,2min,120,40.095714,-79.492886,circle,pa
3097,fleetwood (uk/england),MOVING LIGHTS IN THE NIGHT SKY NORTHERN ENGLAND UK.,gb,2/8/2005,10/20/1968 19:30,20 minutes,1200,53.916667,-3.0,formation,
3098,wayne,A grey oval craft hovering over a hambuger standfor an hour about 200  feet  above the light poles with no sound.,us,8/12/2008,10/20/1968 20:00,1 hour,3600,42.2813889,-83.38638890000001,oval,mi
3099,new york city (brooklyn),5-6 Star like lights moved single file across the sky 10/20/1973,us,3/19/2009,10/20/1973 00:00,1/2 hour,3600,40.7141667,-74.0063889,,ny
3100,carthage,Fireball above tree line,us,1/21/2008,10/20/1973 23:30,20 minutes,1200,39.7383333,-85.5719444,fireball,in
3101,san jose,The Santa Clara Valley is bordered on the east by the Hamilton mountain range&#44 and on the west by Santa Cruz mountain range.  At the so,us,4/2/1999,10/20/1974 07:00,5 minutes,300,37.3394444,-121.8938889,fireball,ca
3102,houston,We watched a UFO at night through binoculars.,us,1/5/2011,10/20/1974 19:30,45 minutes,2700,29.7630556,-95.3630556,circle,tx
3103,owensboro,it was roughly 13 lights in a triangle shaped formation flying in a zig-zag pattern from north to south. speed was unknown&#44 except they,us,5/24/1999,10/20/1974 21:00,2 to 5 seconds,5,37.7741667,-87.1133333,light,ky
3104,mcdermott,A large&#44 glowing ball that changed colors&#44 and drifted overhead and to the South and West of me.,,8/5/2012,10/20/1975 01:30,3 hours,10800,41.997297,-117.718997,sphere,nv
3105,watkins glen,Large wheel of no substance flickering and copying itself.,us,2/12/2004,10/20/1975 03:15,10 minutes,600,42.3805556,-76.87361109999999,,ny
3106,enterprise,Very low&#44 very slow flying&#44 silent&#44 black trapezoid viewed by 4 family members for about two minutes,us,4/16/2005,10/20/1975 22:00,two minutes,120,31.315,-85.8552778,other,al
3107,avon lake,The object emitted a brilliant white light&#44 two smaller objects separated from the main object&#44 we ran into the house&#44 the object must,us,7/16/2006,10/20/1976 00:00,10 to 15 minutes,900,41.5052778,-82.0283333,circle,oh
3108,soldotna,Strange Site and Time Red Orb Encounter,us,4/16/2005,10/20/1976 22:00,2 hrs.,7200,60.4877778,-151.05833330000002,sphere,ak
3109,west seneca,two triangler&#44 dark grey objects hovering at tree top level.,,2/1/2007,10/20/1978 22:00,10 min.,600,42.765189,-76.872096,triangle,ny
3391,goose air base (labrador) (canada),Light followed a landing aircraft at Goose AB&#44 Labrador 1966,,4/3/2011,10/21/1966 02:00,4 minutes,240,32.346612,-86.167221,sphere,
3392,santa fe,My sighting in Santa Fe&#44New Mexico,us,10/30/2006,10/21/1966 22:15,-5 minutes,300,35.6869444,-105.93722220000001,disk,nm
3393,federalsburg,Saucer spotted in Federalsburg MD,us,6/10/2010,10/21/1973 14:30,5 mins.,300,38.6941667,-75.7725,disk,md
3394,baltimore,Oct 1973 Baltimore&#44 Md  Discw/dome/portholewindows/interiorLight.  Noiseless&#44 hovering&#44 close by&#44 huge,us,8/28/2002,10/21/1973 17:30,15 minutes,900,39.2902778,-76.6125,disk,md
3395,baltimore,&quot;Jupiter Two&quot;-like spacecraft&#44 flew noiselessly&#44 slowly just over the field in our backyard.,us,4/27/2007,10/21/1973 18:30,8 minutes,480,39.2902778,-76.6125,disk,md
3396,indian rocks beach,Shooting star stops&#44 reverced direction&#44 loops back and then shoots off into night.,us,10/31/2008,10/21/1975 23:20,10 seconds,10,27.875,-82.8513889,light,fl
3397,st. george (ut) to las vegas (nv),A Bright red light in the southwestern sky approx. 45 degrees above the horizon.,us,2/16/1999,10/21/1976 21:00,30 minutes,1800,37.1041667,-113.58333329999999,light,ut
3590,pittsburgh,Like something I had never seen at the time or have ever seen again&#33,us,10/20/2005,10/2/1965 22:00,5 minutes,300,40.4405556,-79.9961111,disk,pa
3591,charleston afs,On this date I was stationed at Charleston AFS&#44 ME and worked in the reciever section of the AN/FPS-27A Search radar located at the sit,,4/16/2005,10/2/1976 01:00,20 min,1200,32.776475,-79.931051,unknown,me
3767,lakeland,We saw a flying Saucer over Lakeland Florida&#44 and also it was reported the next day in the Lakeland Ledger newspaper,us,1/5/2011,10/22/1968 20:00,15 minutes,900,28.0391667,-81.95,disk,fl
3768,oneonta,Big&#44  round &#44 with lights&#44  but no sound&#44  moving slow&#44,us,10/30/2006,10/22/1974 20:00,10 sec,10,33.9480556,-86.47277779999999,circle,al
3979,walla walla,black objects oveer walla walla,us,7/16/2006,10/23/1968 15:00,25 min,1500,46.0647222,-118.34194440000002,other,wa
4203,jacksonville beach,You may be surprised that I am reporting this after 30 years. I remember the date clearly as I told myself I would never forget. I have,us,1/31/2004,10/24/1973 00:00,2-3 minutes,180,30.2944444,-81.3933333,changing,fl
4204,centerville,soft-white glowball,us,12/3/2004,10/24/1973 18:45,45 min,2700,39.6283333,-84.1594444,other,oh
4205,centerville,A white circular-shaped glowball at night appeared in front of me at my bedroom window. I felt a butterfly sensation in my chest and th,us,12/16/1999,10/24/1973 19:30,2 minutes,120,39.6283333,-84.1594444,circle,oh
4206,baytown,THE OBJECT KEPT PACE WITH OUR CAR ALL THE WAY HOME.,us,4/16/2005,10/24/1975 22:00,10-15 minutes,900,29.7352778,-94.9772222,light,tx
4207,winnipeg (canada),Black Triangle hovers over car in city (soundless)&#44 street lights went out&#44 &quot;whoosh&quot; acceleration&#44 then street lights  back on.,ca,11/21/2010,10/24/1977 19:00,1 minute,60,49.883333,-97.166667,triangle,mb
4208,arcadia,object moved from one point to another so fast that it looked liked there were two of them,us,9/9/2003,10/24/1979 17:00,45 seconds,45,32.5488889,-92.92,disk,la
4429,springfield,Unexpected siting of a disk shaped object fully illuminated by bright&#44 circling lights around this object,us,9/29/2004,10/25/1968 19:00,5 minutes,300,42.1013889,-72.5902778,disk,ma
