,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
12867,new haven,CIGAR SHAPE,us,6/12/2002,11/25/1989 18:30,20 min,1200,41.3080556,-72.9286111,cigar,ct
12868,theresa,layered white lights&#44 large&#44 silent&#44 moving slowly over large distance at low altitude and suddenly disappeared with out a trace,us,3/19/2009,11/25/1989 19:00,10 minutes,600,43.5172222,-88.45111109999999,triangle,wi
12869,monroe/bastrop,something flying in and out of formation within a triangle shaped constellation,,6/18/2004,11/25/1989 22:00,1 hour,3600,32.746204,-91.978289,unknown,la
12870,santa cruz,I was driving down the highway 17 to highway 1 south junction..  A light enveloped the car.  I pulled over and got out of the car.  I l,us,12/3/2004,11/25/1992 04:30,5 minutes,300,36.9741667,-122.02972220000001,light,ca
12871,mesquite (approx. 15 miles west on i-15 of),Two adults driving see &quot;metallic&quot; objects in sky.  Look like commercial aircraft but no movement.  Watch objects for a couple of minute,us,10/12/2001,11/25/1993 15:00,5 min. approx.,300,36.8055556,-114.06638889999999,other,nv
12872,woodland,Two young boys witness 2 bright&#44 white oval objs. streak to E&#44 then to NE below the clouds.  Objs. were very bright.,us,11/2/1999,11/25/1995 20:01,2 sec.,2,38.6786111,-121.7722222,,ca
12873,monterey,Man returns to site of previous sighting 26OC96.  Sees 3x cyl.-shaped objs.in triangular formation&#44 streak overhead; then 8x more.,us,11/2/1999,11/25/1996 20:00,4 min.,240,36.6002778,-121.8936111,,ca
12874,arnolds park,Triangular Shaped Object Hovering Over Frozen Lower Gar Lake No More Than 1500ft (Aprox 1/4 Mile Away) From Bridge I Was Standing On. ,us,11/17/1999,11/25/1996 22:15,30 seconds,30,43.3727778,-95.12361109999999,triangle,ia
12875,el dorado,One object with 5 dim red v shaped lights or five objects flying in formation. No sound. Moved generally West to East. Lights were shap,us,1/28/1999,11/25/1997 00:30,2 or 3 seconds,3,33.2075,-92.6661111,other,ar
12876,right outside the maine state border,Two people driving northbound on Rt. 95 near the New Hampshire/Maine border witness an &quot;almost crescent moon&quot;-shaped object hovering in,,6/2/1998,11/25/1997 22:21,5-10 sec.,10,43.193852,-71.572395,crescent,nh
12877,louisville,We were driving on the highway&#44 when suddenly we saw a huge circular space craft over our car&#33 It traveled at our side for abour 5 minu,us,11/9/1999,11/25/1998 17:30,5 minutes,300,38.2541667,-85.7594444,sphere,ky
12878,copperas cove,was waching Venus when craft appeared out of my eye.,us,9/19/2002,11/25/1998 18:55,10 seconds,10,31.1238889,-97.9027778,triangle,tx
12879,tigard (portland suburb),my daughter and I were in our kitchen and the whole room lit up bright red. I thought the candles on our table caught something on fire,us,8/28/2002,11/25/1998 20:05,2sec,2,45.4313889,-122.77027779999999,fireball,or
12880,lee&#39s summit,sitting on ground in urban area.  layed back to look up at orion area of sky&#44 towards the east.  Large dull brown triangle/boomerage sh,,4/2/1999,11/25/1998 21:15,15 seconds,15,38.910841,-94.382172,other,mo
12881,gulf shores,Observing stars and saw a shooting star and a moment latter I saw a fast blinking light that zig-zagged going N NW faster than aircraft,us,1/28/1999,11/25/1998 21:24,3 minutes,180,30.2458333,-87.7008333,flash,al
12882,springtown,Driving home we witnessed a solid red light hovering about the below the tree line on the right side of the road.,us,1/28/1999,11/25/1998 21:30,30 seconds,30,40.5563889,-75.2897222,light,pa
12883,angleton,Driving home from fishing&#44 and saw a light in the sky.,us,11/30/1999,11/25/1999 18:00,a few seconds,2,29.1691667,-95.43166670000001,light,tx
12884,wappingers falls,I saw lota of stars then one started moving,us,9/17/2000,11/25/1999 21:00,5 min,300,41.5963889,-73.9113889,light,ny
13027,st. charles,Object pulses in the red-blue-purple spectrum.,us,3/13/2012,11/26/1984 22:00,45 minutes,2700,41.9141667,-88.3086111,changing,il
13028,eatonton (near),I was returning from deer hunting in PA. It was the Tues morn after Thanksgiving 1985 around 430 am. I was riding along Ga rt 441 south,us,11/2/2004,11/26/1985 04:30,1 hour,3600,33.3266667,-83.38861109999999,disk,ga
13029,tehachapi,Tehacipi&#44 CA: Lights sighted and missing time noted.,us,12/16/2005,11/26/1987 06:30,8 minutes,480,35.1322222,-118.44805559999999,unknown,ca
13030,dallas,Woman repts. bizarre&#44 triangular ship w/ stunning&#44 red&#44 blue&#44 green&#44 &amp; white lights. Surrounded by a haze.  Excellent rept..,us,11/2/1999,11/26/1989 21:35,10 min.,600,32.7833333,-96.8,triangle,tx
13031,greensboro,The object moved right and left very fast then a flash of light it split in two objects.,us,2/14/2008,11/26/1994 17:00,20 min.,1200,36.0725,-79.79222220000001,cigar,nc
13032,daytona beach,miles to the east we saw 5 discs in a semi arc. they were the size of a dinner plate. color that of a lighter flame&#44 yellow. the clouds,us,11/20/2002,11/26/1996 03:20,1minute,60,29.2105556,-81.02305559999999,disk,fl
13033,bloomsburg,Black balloon shaped object on thanksgiving day 1996 in Central PA,us,5/15/2006,11/26/1996 09:00,2 minutes,120,41.0036111,-76.45527779999999,teardrop,pa
13034,campbelltown (australia),UFO flew over neighbours house with object flying inside craft. Ufo&#39s play tag with each other.,au,4/28/2001,11/26/1997 22:30,1 hour,3600,-37.2,143.95,other,
13035,lowell,Round 3 feet in diameter floating glowing white light teen saw it,us,9/21/2000,11/26/1998 10:00,30 seconds,30,42.6333333,-71.3166667,circle,ma
13036,hoffman estates,saw something in the air,us,1/28/1999,11/26/1998 20:30,3 seconds,3,42.0427778,-88.0797222,unknown,il
13037,san diego,Ufo Playing with airliners in the sky.,us,12/9/2003,11/26/1998 22:30,3 hours,10800,32.7152778,-117.1563889,oval,ca
13038,monrovia,I WOKE AT 2AM IN THE MORNING&#44 LYING ON MY BED IN THE PITCH DARKNESS&#44 AND HOVERING ABOVE ME WAS A RED TRANSLUCENT LIGHT. IT SEEMED TO MO,us,11/30/1999,11/26/1999 02:00,five mint.,300,34.1480556,-117.99805559999999,other,ca
13039,redondo beach,Blue-green luninescent objects moving at a high rate of speed&#44 producing no sound and maneuvering at incredible angles to each other.,us,12/16/1999,11/26/1999 17:50,10 sec.,10,33.8491667,-118.3875,formation,ca
13040,redondo beach,Follow up to : Blue-green luminescent objects moving at a high rate of speed,us,10/17/2003,11/26/1999 17:50,10-15 seconds,15,33.8491667,-118.3875,formation,ca
13041,flagstaff,A glowing orange light.,us,2/18/2001,11/26/1999 21:30,5-6 min.,360,35.1980556,-111.65055559999999,light,az
13178,north bergen,It was early evening&#44 while looking West&#44 towards Hudson County Park&#44 a ball of fire was seen moving east...,us,9/2/2005,11/27/1981 09:00,3-5 minutes,300,40.8041667,-74.0125,fireball,nj
13179,el paso,A noiseless&#44 round object with colorful bright lights&#44 hovering in the desert of northeast El Paso Tx. by McGregor Range.,us,5/11/2005,11/27/1987 17:30,30 seconds,30,31.7586111,-106.4863889,oval,tx
13180,el dorado hills,drive-by close encounter,us,8/28/2003,11/27/1988 01:30,10 minutes,600,38.6858333,-121.0811111,unknown,ca
13181,alamogordo,saw 5 objects doing amazing manuevers for 20 minutes,us,6/12/2008,11/27/1988 21:00,15-20 minutes,1200,32.8994444,-105.9597222,light,nm
13182,brighton,Large object with two bright lights&#44 passed overhead silently. Half-circles connected by rectangle.,us,5/24/2005,11/27/1991 20:15,1-2 minutes,120,42.5294444,-83.7802778,circle,mi
13183,columbus,Drove right underneath a UFO while on the freeway--saw 3 more UFOs,us,3/8/2007,11/27/1992 19:50,two minutes,120,39.9611111,-82.99888890000001,disk,oh
13184,spokane,Twin lights fly overhead,us,12/20/2000,11/27/1994 20:00,5-10 minutes,600,47.6588889,-117.425,unknown,wa
13185,blanchester,triangular shaped object over SW Ohio&#44 moving very slowly and completely silent,us,2/14/2008,11/27/1994 22:00,2-3 minutes,180,39.2930556,-83.9888889,triangle,oh
13186,lyons,Hole (50 feet by 30 feet) opens up on hill side.  Light streams from it along with motor noise.  Closes again and leaves no sign of exi,us,1/28/1999,11/27/1995 20:00,20 minutes,1200,40.2247222,-105.27083329999999,other,co
13187,seattle,Woman reports witnessing a distinctly green flash of light&#44 followed by a second identical flash.  Very strange in appearance.,us,11/2/1999,11/27/1996 19:30,5 sec.,5,47.6063889,-122.33083329999998,,wa
13188,millington,seethrought cheveron shape that made no noise,us,9/17/2000,11/27/1996 20:00,2 min,120,35.3413889,-89.8972222,chevron,tn
13189,northampton,Object at first thought to be satellite but made vary sudden&#44 erratic and flight manuveurs.,us,1/28/1999,11/27/1997 19:30,10 secs,10,42.325,-72.6416667,other,ma
13190,manistee,Saw a bright green ball shoot across the sky.,us,1/28/1999,11/27/1998 05:00,seconds,2,44.2444444,-86.3241667,fireball,mi
13191,charleston,Me and my friends were playing some football in our yard and,us,1/28/1999,11/27/1998 15:35,2mins,120,38.3497222,-81.6327778,fireball,wv
13192,southbury,A large triangular object hovered 30 mins&#44 then accelerated and disappeared over the horizon.,us,1/28/1999,11/27/1998 18:30,~30 mins,1800,41.4813889,-73.2136111,triangle,ct
13193,windsor,in the proximity of the moon&#44size and brightness of planet&#44reflective&#44metalic&#44moved in all directions&#44color constant,us,9/6/2002,11/27/1998 20:15,1:45 min,2700,38.5472222,-122.81527779999999,sphere,ca
13194,columbia,Greenish-blue fireball at approx. 45 degree angle&#44 moving east to west&#44 first observed at highest point approx.one o&#39clock position&#44 mo,us,2/16/1999,11/27/1998 20:30,5 sec.,5,35.615,-87.03527779999999,fireball,tn
13195,springfield,A faily bright green light appeared to be falling straight down at high speed. Dissapeared somewhere in the distance at ground level. T,us,1/28/1999,11/27/1998 20:30,8 to 10 seconds,10,37.2152778,-93.2980556,light,mo
13196,standale,On November 27&#44 1998 at approximately 8:45 p.m. an object containing 3 lights was seen by myself and two friends. The object&#39s lights w,us,1/28/1999,11/27/1998 20:45,5 seconds,5,42.9725,-85.77638890000001,triangle,mi
13197,katy,I was Traveling west on I-10 20 miles west of Houston&#44Tx. At Approx 21:30 I saw a green fireball with a long tail streak across the sky,us,1/28/1999,11/27/1998 21:30,4 seconds,4,29.7855556,-95.8241667,fireball,tx
13198,weldon,A bright shaft of light shaped like a huge check mark from west to east was seen coming up behind the mountains&#44 behind which there is,us,12/16/1999,11/27/1999 04:30,60 min.,3600,35.6658333,-118.28944440000001,cross,ca
13199,moram (uk/scotland),Large sphere floating in two halfs then moving together before moving south.,,11/30/1999,11/27/1999 08:20,5 mins,300,13.171641,78.693053,sphere,
13200,urbana,Objects were shaped like short contrails. But upon accelleration a round  object appeared at the front of the contrail,us,11/30/1999,11/27/1999 16:00,1 1/2 hrs,37800,40.1105556,-88.2072222,changing,il
13201,colleyville,I was alerted by my son by a phone call that he spotted a UFO in the Northeast sky that was red&#44 green and white lights which separated,us,11/30/1999,11/27/1999 19:15,1 hour 20 min,4800,32.8808333,-97.15472220000001,light,tx
13202,dover,We were sitting in a large field and we saw this strange object bypassing to jets. The objects were moving at fonominal speeds.  These,us,11/30/1999,11/27/1999 19:30,30 mins,1800,35.4013889,-93.1141667,disk,ar
13203,san diego,We were traveling West to East on Pomerado Road. On my left side above the tree tops&#44 a very large white bright light circular in shape,us,11/30/1999,11/27/1999 20:00,5 seconds,5,32.7152778,-117.1563889,light,ca
13204,bardstown,Blueish fireball,us,11/30/1999,11/27/1999 20:15,3 seconds,3,37.8091667,-85.4669444,fireball,ky
13205,watkinsville,Family  &amp; Friends camping out observed a set of 3 neon lights that came together into 1 bright light with approx. 5 pointed edges.  Thi,us,11/30/1999,11/27/1999 21:00,3 hrs 45 mins,13500,33.8627778,-83.40888890000001,changing,ga
13206,liberty,While driving with two other people&#44 saw a strange light in the sky.,us,12/16/1999,11/27/1999 21:23,2 seconds,2,41.8011111,-74.7469444,circle,ny
13207,purchase,While on patrol for Manhattanville College Campus Safey&#44 I was driving up one of the back roads. I saw what appeared to be a shooting s,us,11/30/1999,11/27/1999 21:30,10 seconds,10,41.0408333,-73.715,circle,ny
13208,dallas,While driving with my two friends&#44 we noticed this craft in the sky. It sort of fluttered changing its elevation. We lost it when it we,us,11/30/1999,11/27/1999 23:30,25 secs.,25,41.3361111,-75.9636111,triangle,pa
13343,lake okeechoobee,Pulsating white lighted craft hoverd over us while hunting.,,12/2/2013,11/28/1983 23:00,10 minutes,600,26.923519,-80.854385,oval,fl
13344,peace vally,We saw orange-white balls of light&#44 approximately 40o above the horozon&#44 slightly to the north-west of our house.,,7/23/2000,11/28/1989 18:35,90 seconds.,90,36.840349,-91.744701,egg,mo
13345,los angeles,Bright white football shaped object&#44 turned neon green and shot off horizontally  500 Lights On Object0: Yes,us,3/19/2009,11/28/1992 22:30,4.5 hrs,16200,34.0522222,-118.2427778,other,ca
13346,palm springs,FAA employee calls regarding a shimmering&#44 very colorful&#44 stationary light in the eastern sky.  (Twinkling star??),us,11/2/1999,11/28/1995 21:00,38 min.,2280,33.8302778,-116.54444440000002,,ca
13347,bellevue,Software engin. witnesses &quot;stripe&quot; of green light in N/S orientation across sky above scudding clouds. (Adv. laser light rptd. 28NO.),us,11/2/1999,11/28/1995 21:30,15 sec.,15,47.6105556,-122.19944440000002,,wa
13348,bellevue,A young man repts. seeing a &quot;star&quot; in the N sky move horizontally&#44 and then suddenly drop vertically very fast.  Very prominent.,us,11/2/1999,11/28/1996 21:00,3 sec.,3,47.6105556,-122.19944440000002,,wa
13349,wheelersburg,A pair of stars begin to circle each other....shoot off...then return to their original positions....,us,9/12/2003,11/28/1996 22:30,25 seconds,25,38.7302778,-82.8555556,light,oh
13350,st. paul,An orange &quot;shooting star&quot; in the SSE area of the sky.,us,6/2/1998,11/28/1997 00:45,5 secs.&#44 max,5,44.9444444,-93.0930556,fireball,mn
13351,lake geneva,Follow-up to article in Chicago Sun Times 12/3/97 re &quot;Fireball&quot; in Will Co&#44 Illinois 12/30.  Saw similar in Lake Geneva&#44 WI 11/28/97 ar,us,6/2/1998,11/28/1997 19:30,abt 1 hr,3600,42.5916667,-88.4333333,fireball,wi
13352,long beach,Traveling in car on 405 Fwy No. transition to 22 Fwy E. observed Large Triangle Craft very low Aprox 300 to 400ft traviling west craft,us,1/28/1999,11/28/1998 16:45,30 sec.,30,33.7669444,-118.18833329999998,triangle,ca
13353,dunkirk,fast moving craft at a very high altidude&#44 after sun set,us,1/28/1999,11/28/1998 17:30,1 min,60,38.7216667,-76.6608333,other,md
13354,barto,observed firey light green ball long tail changed color,us,1/28/1999,11/28/1998 20:42,5 sec.,5,40.3911111,-75.6105556,fireball,pa
13355,douglasville (west of atlanta),Objects seen nightly&#44 ring-shaped with rotating colors.  Then colors fade and center area becomes more distinct(black).  Objects usuall,us,1/28/1999,11/28/1998 21:00,1 to 2 hours,7200,33.7513889,-84.7477778,circle,ga
13356,north miami,At just past midnight&#44 I observed what appeared to be a small steady white light (no blinking&#44 no green or red); it could have also bee,us,11/30/1999,11/28/1999 00:20,4-5 seconds,5,25.8897222,-80.1869444,other,fl
13357,romeo,sighted object in northern sky that appeared not be moving.,us,12/16/1999,11/28/1999 08:00,17min,1020,42.8027778,-83.0130556,cigar,mi
13358,mississauga (canada),A bright metallic object that looked like a sphere flew across the sky fairly slow.,ca,12/2/2000,11/28/1999 16:30,1 minute,60,43.15,-79.5,sphere,on
