,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
35290,columbus,I saw a redish&amp;orange ball of light moveing up&amp;down on a vertical path&#44no sound at  all.,us,12/9/2000,3/8/1998 22:00,3 to 5 min,300,32.4608333,-84.98777779999999,changing,ga
35291,guilford (uk/england),it poped out from behind clouds&#44 paused&#44 moved Westerly&#44,gb,4/2/1999,3/8/1999 15:45,5 seconds,5,51.216667,-0.566667,circle,
35440,canton,UFO Encounter in Canton Michigan.,us,4/27/2007,3/9/1994 21:00,2 min,120,42.3086111,-83.48222220000001,unknown,mi
35441,burnaby (canada),Never seen befor.. A Solid Black Craft.....,ca,8/12/2008,3/9/1995 15:00,45 min,2700,49.25,-122.95,other,bc
35442,plant city,Two young brothers report bizarre object giving off &quot;blue lines&quot; of light.,us,11/2/1999,3/9/1995 21:00,1 hour,3600,28.0183333,-82.1130556,,fl
35443,boise,Two young men in public park witness &quot;meteor&#44&quot; then realize there are multiple tiny V-shaped objs. overhead. Objs. form wedges.,us,11/2/1999,3/9/1996 01:15,90 sec.,90,43.6136111,-116.2025,,id
35444,morristown,Orange Glowing Dot Between Orion and Canis Major Constellations.,us,1/30/2014,3/9/1996 21:05,seconds,2,40.7966667,-74.4819444,other,nj
35445,arizona (desert; on route 66),There were smaller lights flying around the hugh triangle firing lasers and they blew up something.,,5/15/2006,3/9/1997 01:00,2 hours,7200,34.048928,-111.093731,triangle,az
35446,tucson,I was traveling east coming home from work and saw three bright&#44 white lights in the SW sky.  They were appeared to be about the size o,us,1/28/1999,3/9/1998 22:25,10 min,600,32.2216667,-110.9258333,triangle,az
35447,greenfield,Saw what looked at first to be a commet untill it lost its tail and let out strange colored smoke then moved up and west very fast.,us,4/2/1999,3/9/1999 00:08,2-3minutis,180,36.3208333,-121.2427778,light,ca
35448,seattle (shoreline),There were four of us&#44 we are almost %100 what we saw was a UFO.  WE followed&#44 it moved rapidly and had multi colored lights.  It would,us,4/2/1999,3/9/1999 12:30,20 minutes,1200,47.6063889,-122.33083329999998,triangle,wa
35449,howell,A large triangular shaped object travelling from NE to SW at approx. 2&#44000 ft.,,4/2/1999,3/9/1999 21:45,15 min.,900,40.164579,-74.208267,triangle,nj
35622,alameda,I had been moving in to our new apartment in Alameda&#44 California. I was relaxing on the beach overlooking the San Francisco Bay south o,us,8/16/2002,4/10/1980 19:50,5 min,300,37.7652778,-122.2405556,fireball,ca
35623,palm springs (outside of),Lost four to five hours,us,2/18/2001,4/10/1986 12:00,fifteen minutes,900,33.8302778,-116.54444440000002,disk,ca
35624,yosemite national park,A group of lights in darting flight pattern (impossible to be from earth) over Yosemite&#44 seemed to be aware of my watching.,,9/2/2005,4/10/1992 01:00,30 minutes,1800,37.865101,-119.538329,formation,ca
35625,three rivers,Spherical UFO tracks vehicle,us,1/10/2009,4/10/1993 13:00,20 minutes,1200,28.46,-98.18222220000001,sphere,tx
35626,omaha,An egg-shaped white light with a red tail crossed a clear sun-lit sky.,us,12/2/2000,4/10/1993 17:30,30 seconds,30,41.2586111,-95.9375,egg,ne
35627,nr. resende/ rio de janeiro state (brazil),event commenced as light in the sky advancing slowly and erratic east to westerly direction. when it got closer commenced changing colo,,6/12/2002,4/10/1994 03:30,0:20,20,-22.470966,-44.451335,disk,
35628,willow springs,Huge Triangular Object  after dusk seen with lights outling the perimeter&#44 and a bright light in the middle .,us,4/30/2004,4/10/1994 18:30,20 to 30 min,1800,36.9922222,-91.9697222,triangle,mo
35629,alvin,An object with flashing lights moving at a very slow rate of speed over a tree line.,us,10/30/2006,4/10/1995 00:30,2-7 minutes,420,29.4236111,-95.2438889,other,tx
35630,apple valley,Man  woman witness white light descend from sky to low altitude&#44 turn blue&#44 streak off.,us,11/2/1999,4/10/1995 01:30,3 min.,180,34.5008333,-117.185,,ca
35631,goleta,Anonymous caller repts. bizarre white ball of light seen descending to S of Goleta.  (Rept. from commo. cntr.?),us,11/2/1999,4/10/1995 02:25,5 sec.,5,34.4358333,-119.82666670000002,,ca
35632,tajunga,Woman witnesses big ball of white light descending in E sky.  Size of full moon.  NBC newsman reported&#44 also.,,11/2/1999,4/10/1995 02:25,7sec.,7,34.259648,-118.308275,,ca
35633,yarldey,While in Trafic on Oxford Valley Road on way to eh Oxford Valley Mall craft flew over SLOWLY and very low.,,1/7/2000,4/10/1995 12:00,5 minutes,300,40.245664,-74.845997,other,pa
35634,newport,A montage of events&#44 you figure out what this was&#44 I really am not sure.,us,2/1/2007,4/10/1995 21:00,45 minutes,2700,42.0022222,-83.3086111,other,mi
35635,little rock (east of),My son saw a craft with 8 white lights under it as it flew right over our car about 150 feet  above  us .,us,5/12/2009,4/10/1997 00:30,4 seconds,4,34.7463889,-92.28944440000001,disk,ar
35636,tompson,At around 1:30 am. we saw a light searching the top of the trees.We discounted it as a hellicopter of poachers.After aboout an hour&#44hou,,3/7/1998,4/10/1997 01:30,4 hrs.,14400,33.470693,-82.504573,light,ga
35637,montreal (canada),2 round objects &quot;faded in&quot; view as if coming from high altitude&#44 zoomed east ~5 sec&#44 covered ~15 deg.&#44 then faded out.,ca,12/2/2000,4/10/1998 05:30,~7 sec,7,45.5,-73.583333,formation,pq
35638,el cajon,Observed object&#44 nothing around it.  Pulsing red light&#44 bright-dim-bright-dim. Moved slowly toward us.  Through binoculars&#44 could see m,us,1/28/1999,4/10/1998 05:45,10 minutes,600,32.7947222,-116.96166670000001,cigar,ca
35639,shenzhen (china),the diameter looks 50m approximation.in the center&#44looks like black clouds&#44and  something like rainbow around it.,,1/28/1999,4/10/1998 11:25,1hr,3600,22.543099,114.057868,circle,
35640,charleston,Walking down the outside fire escape looked up and saw several aircraft passing and the one in the middle was leaving a smoke ring trai,us,2/16/1999,4/10/1998 17:00,20 minutes,1200,32.7763889,-79.9311111,unknown,sc
35641,pembroke pines,triangle shapped object over the everglades,us,8/24/2004,4/10/1998 21:00,about 5 mins,300,26.0027778,-80.2241667,triangle,fl
35642,northern ireland,The object went over the top of me at bicycle speed with no noise.,,7/8/2004,4/10/1998 23:50,7 minutes,420,54.787715,-6.4923150000000005,triangle,
35643,vla radio telescope (near&#44 hwy. 60),LIGHT THE SIZE OF SILVER DOLLAR AT ARM&#39S LENGTH SEEN HOVERING JUST ABOVE HIGHWAY. RAPIDLY CHANGING COLORS FROM WHITE-RED-BLUE-GREEN-ORA,,5/24/1999,4/10/1999 02:58,16 minutes,960,34.51994,-105.87008999999999,light,nm
35644,charlotte,Large craft - noisy - many lights - altitude 200 feet - speed less than 65 mph - strange aspect ratio&#44 almost the same aspect ratio as,us,5/24/1999,4/10/1999 19:30,90 seconds,90,35.2269444,-80.8433333,other,nc
35645,grand rapids,In the middle of some highway&#44 there was just some big craft hovering us real slowly out of nowhere&#44 it was no airplane.,us,12/16/2005,4/10/1999 20:00,30 minutes,1800,42.9633333,-85.6680556,triangle,mi
35646,pleasantville (outskirts of),a big&#44 very bright light traveling close to the ground very fast&#44 w/a spinning red &amp; white light also&#44 as it flew away&#44 it looked like,us,4/26/1999,4/10/1999 21:47,3 min,180,41.3858333,-93.2691667,light,ia
35647,saratoga lake,Observed scintilating oval object rise over treeline at the south end of lake&#44move left&#44right and hover then descend below treeline onl,us,4/26/1999,4/10/1999 21:50,12min,720,43.0511111,-73.7219444,oval,ny
35648,burke,It could heard us speaking to it.,us,4/27/2004,4/10/1999 22:00,5 minutes,300,38.7933333,-77.2719444,unknown,va
35808,monahans,strange lightning,us,10/30/2006,4/11/1984 02:00,1 hour,3600,31.5941667,-102.8922222,,tx
35809,aswan (egypt),Sky show of approximately 30 ufos &#39cavorting&#39for 1 hour over Nile river at Aswan&#44Egypt.,,6/2/1998,4/11/1986 04:00,1 hour,3600,24.088938,32.899829,disk,
35810,carolina beach,I SAW WHAT I SAW,us,5/11/2005,4/11/1987 22:00,30 minutes,1800,34.035,-77.89388890000001,cigar,nc
35811,hammond,UFO over Hammond.,us,10/30/2012,4/11/1991 13:00,4 minutes,240,41.5833333,-87.5,triangle,in
35812,harrisonburg,large&#44 well-lit saucer passes only a hundred feet above house,us,2/22/2005,4/11/1994 21:00,30 seconds,30,31.7719444,-91.8213889,disk,la
35813,santa cruz,Strange craft observed over Santa Cruz CA.,us,8/10/1999,4/11/1996 12:44,5 minutes,300,36.9741667,-122.02972220000001,cylinder,ca
35814,memphis,Auto mechanics rept. bizarre red light that streak around shop&#44 &quot;like laser.&quot;  Appears to come down out of sky; no other people nearby.,us,11/2/1999,4/11/1996 13:00,30 min.,1800,35.1494444,-90.04888890000001,,tn
35815,atlantic ocean,During a flight from Boston to Amsterdam a strange point of light could be seen for almost the whole flight.,,3/7/1998,4/11/1996 20:00,4 hours,14400,-14.599413,-28.673146999999997,light,
35816,monreal (canada),two seperate UFO sightings&#44 moments apart,,12/2/2000,4/11/1997 02:30,40 seconds,40,45.50867,-73.55399200000001,disk,pq
35817,houma,I WAS OUTSIDE OF MY HOME VIEWING THE COMET&#44 AN OBJECT CROSSED MY LINE OF SIGHT. THE OBJECT WAS ROUND&#44AT FIRST I THOUGHT THAT IT WAS A B,us,3/7/1998,4/11/1997 21:15,10 seconds,10,29.5955556,-90.7194444,circle,la
35818,woodland hills,Woodland Hills&#44 Los Angeles Shinning craft at midday.,us,2/18/2001,4/11/1998 11:00,20mins,1200,34.1683333,-118.605,light,ca
35819,spring valley,Red orb lights above Spring Valley CA.,us,9/15/2005,4/11/1998 19:00,1 hour,3600,32.7447222,-116.99805559999999,fireball,ca
35820,corralitos,An airbourne craft.An irregular triangle with rounded edges. Had an orange glow around it.Had 3 white lights along the bottom that illu,us,1/28/1999,4/11/1998 21:15,6 seconds,6,36.9886111,-121.8052778,other,ca
35821,huntington beach,14 Lights lined up at approximately a 45 degree angle High point left to low point right&#44  7 bright white lights made up the upper \ sh,us,4/26/1999,4/11/1999 03:15,1+ hrs,3600,33.6602778,-117.99833329999998,other,ca
35822,klaksvik (finland),Small light seen in sky at night,,4/26/1999,4/11/1999 03:50,1 minute,60,62.223889,-6.578611,light,
35823,grove city,9 bright white to yellow to green light zipping across horizon&#44 ungodly speed&#44 hoover over my truck for 2 miles then took off. light wo,us,4/26/1999,4/11/1999 04:00,7 minutes,420,39.8813889,-83.0930556,unknown,oh
35824,winter park (suburb of orlando),I observed a delta formation of 5 lights in the northwest horizon.The lights were manuvering radically in one small area.At one point&#44a,us,4/26/1999,4/11/1999 23:49,20-30 seconds,30,28.5997222,-81.3394444,chevron,fl
36015,costa mesa,Pulsing&#44 mercury in appearance&#44 spinning on an axis.  Looked as if maybe living or organic in nature.,us,8/5/2012,4/1/1980 16:00,15 minutes,900,33.6411111,-117.9177778,changing,ca
36016,arenzville,Orange&#44 house-shaped craft,us,9/24/2003,4/1/1981 21:00,1 minute,60,39.8769444,-90.3733333,other,il
36017,siamese ponds wilderness,Adirondack fishing trip turns into UFO sighting,,4/27/2007,4/1/1982 04:00,10 minutes,600,40.705631,-73.978003,disk,ny
36018,bishop (south of&#44 hwy 395),An object with 3 lights travelled north&#44 then west&#44 then south&#44 making 3 right angle turns. It then met up with a much larger&#44 wing-sha,us,8/30/1999,4/1/1983 21:00,60-120 sec.,120,37.3636111,-118.39416670000001,,ca
36019,new york city,Strange thing that changed into a pearl.,us,10/11/2005,4/1/1985 15:00,10 mins,600,40.7141667,-74.0063889,changing,ny
36020,weston,Dome shaped object in Weston&#44 CT.  Spring 1985,us,9/2/2005,4/1/1985 20:00,45 minutes,2700,41.2008333,-73.3811111,other,ct
36021,blacktown (suburb) (australia),STRANGE TRIANGLE WITH LIGHT TRAVELLING AT FAST SPEED LOW ALTITUDE AND NO SOUND,au,12/16/2005,4/1/1986 02:00,2-4 seconds,4,-33.766667,150.916667,triangle,
36022,chicago,SOCCER-SIZED CRYTAL-LIKE SPIKED BALL&#44 Easily Missed If One Is Not Looking Directly At It.,us,2/1/2007,4/1/1986 14:30,10 seconds,10,41.85,-87.65,sphere,il
36023,tikva (near) (israel),triangular craft with red pulsating triangle of lights - seen in Israel,,6/12/2007,4/1/1986 21:00,about 5 minutes,300,43.933056,17.784167,triangle,
36024,red lodge (6 mi n; hwy 212),Definitely an aircraft but totally silent and very slow.,us,1/11/2002,4/1/1986 22:00,1.5 min,90,45.1858333,-109.24611110000001,unknown,mt
36025,brownsville,UFO tries to communicate,us,3/19/2002,4/1/1986 22:15,10 to 20 minutes,1200,25.9013889,-97.49722220000001,disk,tx
36026,malibu,April&#44 1987 - Bright Bluish Crimson Ball flying over the Malibu Canyons,us,11/3/2005,4/1/1987 21:30,5 seconds,5,34.005,-118.80916670000002,fireball,ca
36027,grand junction,F.A.A.  gives false report of UFO over Western Colorado,us,10/12/2001,4/1/1989 09:30,30 min,1800,39.0638889,-108.55,changing,co
36028,wichita,Three orange lights,us,3/19/2009,4/1/1991 00:30,1 hour,3600,37.6922222,-97.33722220000001,triangle,ks
36029,fort fisher,Red lights came out of the water&#44 hovered a few seconds then went up at a slight angle at a speed that was incredible. As big as 3 airc,,4/2/1999,4/1/1991 18:00,30 minutes,1800,33.971751,-77.917599,light,nc
36030,mahopac,Bright&#44 glowing ball of light silently hovered over condo complex&#44 then flew over condos parallel to ground.,us,2/1/2007,4/1/1991 19:00,5 minutes,300,41.3722222,-73.73388890000001,light,ny
36031,limerick,disk&#44 spheres,us,5/24/2005,4/1/1991 21:00,15 minutes,900,43.6883333,-70.7941667,disk,me
36032,unknown,My friend and I were traveling through the Angelina Forest in East Texas on a two lane highway. There were 80 foot trees on both sides,,3/6/2001,4/1/1992 02:00,10 sec,10,32.927371,-97.352588,formation,tx
36033,nashua,Huge oval craft with windows and colored lights running along the bottom of it.  No noise.  Sitting over river. 500 Lights On Objec,us,2/14/2008,4/1/1992 03:00,10 minutes,600,42.7652778,-71.4680556,oval,nh
36034,nampa,In 92&#39 I saw a huge green orb in the middle of the road near the Nampa airport,us,9/2/2005,4/1/1992 10:00,5 minutes,300,43.5408333,-116.5625,sphere,id
36035,wantagh,Square object with a textured surface that flipped end over end as it slowly moved through the sky.,us,6/21/2000,4/1/1992 13:00,3 minutes,180,40.6836111,-73.5105556,rectangle,ny
36036,san bruno,Bell shape object w/white light took off faster than we could believe driving home on 280nb,us,4/16/2005,4/1/1992 21:30,2 - 3 minutes,180,37.6305556,-122.41,other,ca
36037,gastonia,A triangle formation seen each morning before daybreak for five days off Bud Wilson Road.,us,5/24/1999,4/1/1993 06:00,5 days,432000,35.2619444,-81.1875,formation,nc
36038,megargel,Missing Time: 10 minutes erased from my life,us,11/20/2001,4/1/1994 15:00,10 minutes,600,33.4508333,-98.9241667,unknown,tx
36039,faribault,Observed a green fireball flying 30 ft above and along a river. It flew parallel to the terrain and emitted a long tall w/smoke &amp; spark,us,1/28/1999,4/1/1994 20:00,3-4 sec,4,44.295,-93.26861109999999,fireball,mn
36040,indiana,we saw a saucer shaped object with a halo around it behind it followed three jets with after burners engaged colors appeared to be blue,us,3/7/1998,4/1/1994 21:24,3-10 sec,10,40.6213889,-79.1527778,disk,pa
36041,taft,White light seen at 10:30 pm traveling from NW to SE at very high rate of speed.Slows momentarily to beam down conical light&#44 then resu,us,6/23/1999,4/1/1994 22:50,15 seconds,15,35.1425,-119.45555559999998,light,ca
36042,albany,There were bright bursts of color in a concentrated area of cloud for a couple of minutes.,us,4/27/2004,4/1/1995 18:00,1 or 2 minutes,120,44.6366667,-123.10472220000001,other,or
36043,holyoke,Strange moving light over Holyoke Ma in 1995,us,11/21/2010,4/1/1995 18:00,10-20 minutes,1200,42.2041667,-72.6166667,light,ma
36044,wartrace,Awoke to being chased by a bright light.. Thought it was a nightmare. Next afternoon was questioned by parent about bright lights.,us,11/28/2007,4/1/1996 01:00,5 minutes,300,35.5272222,-86.33361109999998,unknown,tn
36045,kingston,low elevation above trees hovering&#44 no sound. triangle shape.dull metalic color w/ 3 pulsating dim lights on each corner. calm experien,us,9/28/2002,4/1/1996 18:00,3 min,180,36.0505556,-93.5183333,triangle,ar
36046,monument valley,run off road by bright light&#44 Monument Valley Utah,,6/4/2004,4/1/1996 19:00,45 seconds,45,37.004245,-110.173478,light,ut
36047,harrisburg,Light formations over Harrisburg&#44 PA on 4/1/96.,us,5/24/2005,4/1/1996 22:00,1hr,3600,40.2736111,-76.88472220000001,formation,pa
36048,washington,UFO encounter along a country road,us,9/17/2000,4/1/1996 22:00,2 minutes,120,40.1738889,-80.24638890000001,unknown,pa
36049,anamosa/cedar rapids (between),I was delivering a pizza to a house out of town.  I was returning towards a gravel rode from a suburb.  I came to the end of the drive,,5/3/2000,4/1/1996 23:00,2-3 minutes,180,42.106763,-91.016852,fireball,ia
36050,dayton,Made Eye Contact....,us,2/14/2006,4/1/1996 23:00,10 hours,36000,39.2372222,-119.59194440000002,disk,nv
36051,purchase,The Westchester Triangle 96?,us,7/23/2000,4/1/1996 23:00,30 minutes,1800,41.0408333,-73.715,triangle,ny
36052,lumberton,Multiple witnesses report yellow object in night sky.,us,8/5/2001,4/1/1996 24:00,90 min.,5400,30.2655556,-94.1994444,,tx
36053,foster,From Halle-Bopp&#39s distance&#44 a huge ship sped into the atmosphere&#44 slowed silently and closely overhead&#44 and zoomed back into space.,us,8/5/2009,4/1/1997 01:00,2 minutes,120,37.4527778,-76.3852778,cigar,va
36054,houston,Large Bus sized cloud - emanating several beautiful colors from center but not making it past outer edge of the cloud 2 minute sighting,us,10/7/2003,4/1/1997 04:00,1-2 minutes,120,29.7630556,-95.3630556,other,tx
36055,round rock,We never heard any aircraft noises.,us,8/28/2002,4/1/1997 10:00,15:00,900,30.5080556,-97.6786111,triangle,tx
36056,monument valley,RUN OFF THE ROAD DRIVING SOUTH INTO MV&#44UT BY A VERY BRIGHT LIGHT-SILENT,,3/7/2000,4/1/1997 18:30,15sec,15,37.004245,-110.173478,light,ut
36057,singapore,i saw this couple of years ago. never know abt this site until recently. i was staring at the skys for stars that nite&#44 suddenly&#44 i saw,,8/28/2002,4/1/1997 20:00,5 seconds,5,1.352083,103.819836,disk,
36058,scarborough (canada),Mom &amp; 3 daughters see &quot;rounded&#44 triangular&quot; obj. w/ approx. 20 lights on leading edge streak overhead to S. Bigger than fist overhead.,ca,11/2/1999,4/1/1997 20:10,30 sec.,30,43.75,-79.2,triangle,on
36059,homestead,Red lights along the side&#44 white light in front&#44  in a search-like pattern: slow over water&#44 very fast over land.,us,6/20/2005,4/1/1997 21:00,2 hours,7200,25.4683333,-80.4777778,unknown,fl
36060,santa fe,1997 Santa fe&#44 MN A enormous &quot;metropolis&quot; looking ship landing and our memories wiped away&#44 lost time,us,8/7/2007,4/1/1997 22:00,10 seconds,10,35.6869444,-105.93722220000001,unknown,nm
36061,sedona,bright red pulsing orb that performed anti-gravity manuevers&#44 seen from first plateau at Cathedral Rock... It was a little north of whe,us,4/2/1999,4/1/1997 22:00,5 minutes,300,34.8697222,-111.7602778,sphere,az
36062,brush creek,The object came up over a group of trees at what seemed to be a very low altitude. Proceeded NNE until I guessed it to be somewhere nea,us,4/2/1999,4/1/1997 23:05,approx.  45 sec.,45,36.1172222,-86.0277778,unknown,tn
36063,glendale,Green globe flying relatively low moving with incredible speed through the valley between two small mountain ranges.,us,2/16/1999,4/1/1998 08:00,few seconds,2,34.1425,-118.25416670000001,circle,ca
36064,providence,Mostly sunny sky very large stayed about 5 minutes,us,4/14/2009,4/1/1998 13:00,4 minutes,240,41.8238889,-71.4133333,circle,ri
36065,vega alta (puerto rico) (north side),At around 8:00 pm on an Apirl evening NASA was launghing a series of rockets into space from a neiboghring town {manati}. this took pla,us,1/28/1999,4/1/1998 20:00,1 minute or 2,60,18.4141667,-66.3316667,sphere,pr
36066,henry county,Bright light&#44 fireball&#44 and triangular craft&#44 lasted a few hours.,us,10/14/2013,4/1/1998 21:00,2 hours,7200,41.4308333,-81.5991667,triangle,oh
36067,niagara-on-the-lake (canada),Yellowish orbs over Lake Ontario&#44 often in triangular formation,ca,3/6/2001,4/1/1998 21:00,60 minutes,3600,43.25,-79.06666700000001,light,on
36068,encinitas: along i-5&#44 from encinitas to oceanside over ocean,sighted an orange ball moving all over the sky near the moon over ocean,,4/26/1999,4/1/1999 00:00,5 minutes,300,33.036987,-117.291982,circle,ca
36069,fenton,was talking with the sales manager of one of my best customers on the telephone. by chance i looked out the window and saw a flash of c,us,11/20/2002,4/1/1999 15:30,3-4 seconds,4,38.5130556,-90.4358333,flash,mo
36070,orlando,i was about 20 miles away from i don&#44t know what it was i do know that it was not a plane of anykind i have ever seen what i saw was a,us,4/26/1999,4/1/1999 20:00,10 mins,600,28.5380556,-81.3794444,sphere,fl
36071,warrensburg,The UFO we witnessed was shaped with 2 boxed like squares at each end connected by a long like rod between the 2. The back of the UFO h,us,3/19/2002,4/1/1999 20:00,5 minutes,300,43.4966667,-73.7766667,rectangle,ny
36072,goring&#44 oxon (uk/england),Ships flew over house and stopped over field,,4/26/1999,4/1/1999 21:30,15mins,900,51.521767,-1.127205,formation,
36073,san diego (southbay),WHILE TAKING MY POLICE PARTNER TO HIS HOME IN THE SOUTH BAY&#44 WE WERE DRIVING SOUTHBOUND ON INTERSTATE 5 NEAR IMPERIAL BEACH&#44 CA.&#44 WHEN,us,5/24/1999,4/1/1999 22:45,25minutes,1500,32.7152778,-117.1563889,circle,ca
36074,new york city (staten island),Strange Brush fires near Verazanno Bridge,us,7/14/1999,4/1/1999 23:00,approx. 2 hrs,7200,40.7141667,-74.0063889,other,ny
36249,tomberlin,bright light hoovering along car at slow speed on foggy nite,us,3/21/2003,4/12/1981 03:00,1 minute,60,34.5158333,-91.87138890000001,changing,ar
36250,walhalla,me and my father was traveling up a mountain road in 1981 or 82 when we was going thru highsaw gap&#44the time was at dusk and not quite c,us,7/16/2003,4/12/1982 20:30,2 to 3 minutes,180,34.7647222,-83.0641667,other,sc
36251,oak lawn,A silent motion drone craft appeared in my house.  It was similar to a top and the color was similar to amber .,us,5/2/2003,4/12/1986 13:00,20 minutes,1200,41.7108333,-87.75805559999999,other,il
36252,pleasant hill,UFO over Pleasant Hill,us,1/19/2005,4/12/1988 16:00,5 min,300,38.791,-94.2673,disk,mo
36253,george west,1992 April UFO Sighting North East Bound On US HWY 59 between Clegg and George West Texas,us,8/5/2009,4/12/1992 22:45,3 minutes,180,28.3322222,-98.1172222,oval,tx
36254,new delhi (india),It was UFO,,2/24/2007,4/12/1993 21:00,2 minutes,120,28.635308,77.22496,circle,az
36255,norristown,large circular craft hovering over river underneath a bridge,us,10/31/2008,4/12/1995 21:00,30 min,1800,40.1213889,-75.3402778,circle,pa
36256,olathe,Man repts. &quot;cluster of lights in W sky&#44 very bright&#44 stationary&#44 1/3 dia. of moon.&quot;  (Calls next day--object is Venus.),us,11/2/1999,4/12/1996 21:45,7 min.,420,38.8813889,-94.8188889,,ks
36257,baltimore,Man sees formation of 10-12 dimly lit amber lights in wedge-formation pass E to W overhead at VERY high speed&#44 like shooting star.,us,11/2/1999,4/12/1996 22:08,5 sec.,5,39.2902778,-76.6125,,md
36258,phillipsburg,Crew of bus jet call to describe sighting:  intensely bright ball of light at 40k&#39 approached their a/c&#44 &quot;jumped&quot; 10-20 mi. in seconds&#33,us,11/2/1999,4/12/1996 23:55,15 min.,900,40.6933333,-80.2822222,,pa
36259,phillipsburg,NY FAA Center (ARTCC) shift-supervisor calls to rept. strange obj. seen on radar at 40k&#39.  Obj. paced jet&#44 seen by several other a/c.,us,11/2/1999,4/12/1996 23:55,15 min.,900,40.6933333,-80.2822222,,pa
36260,monrovia,Three (3)objects flying over Monrovia,us,3/7/1998,4/12/1997 23:15,about 1 minute,60,34.1480556,-117.99805559999999,formation,ca
36261,yucaipa,we saw a round bright light in the sky&#44 it had no flashing lights. it did not seem to move very fast.  after a few min we saw the brigh,us,2/22/2002,4/12/1998 00:30,5 min,300,34.0336111,-117.04222220000001,light,ca
36262,level cross,Two rings and a sphere shape craft,us,2/14/2008,4/12/1998 17:00,7 mins,420,35.8888889,-79.8080556,unknown,nc
36263,cleveland,I was out enjoying the stars (clear night) when suddenly there was a light in the sky&#44 as if the object were a falling star or satelite,us,1/28/1999,4/12/1998 18:45,5 min,300,41.4994444,-81.69555559999999,light,oh
36264,castle rock,I was driving in my car when two triangle shaped crafts (lights were seen) hovering over the Castle Rock area&#44 they seemed to be landin,us,1/28/1999,4/12/1998 22:00,3min,180,39.3722222,-104.8555556,triangle,co
36265,whitefish,Saw bright &quot;star&quot; that changed into red&#44 white&#44 and blue lights.  Emitted a beam of light in a horizontal sweep of the sky.  Darted hor,us,1/28/1999,4/12/1998 23:00,90 minutes,5400,48.4111111,-114.33666670000001,unknown,mt
36266,cleveland,The house is a small two story&#44 25 yards from the Cleveland Hardwick airport in Cleveland Tennessee. The airport beacon would shine in,us,9/2/2005,4/12/1998 23:30,2 min.,120,35.1594444,-84.8766667,triangle,tn
36267,ramona,A small light flew across the sky pretty slowly. It wasn&quot;t a plane there were no flashing lights.,us,4/26/1999,4/12/1999 08:30,1 minute,60,33.0416667,-116.8672222,light,ca
36268,tacoma,I looked up into the night sky only to see a &quot;comet&quot; streaking across the sky&#44 but then it made a squiggle and disappeared.,us,4/26/1999,4/12/1999 21:30,10 seconds,10,47.2530556,-122.44305559999998,light,wa
36424,pagosa springs,I am a 68 year old retired president of an international trade association.My nephew and I  were driving on a remote hightway in the mo,us,3/17/2004,4/13/1991 23:45,20 seconds,20,37.2694444,-107.00916670000001,cigar,co
36425,ely,Sattelite objects moving at random across the sky &#44 at speeds never seen before.,us,12/2/2000,4/13/1992 01:00,roughly 1 min.,60,47.9033333,-91.86694440000001,light,mn
36426,san antonio,Saw a very large&#44 silvery gray craft near the medical center area,us,8/10/1999,4/13/1993 18:30,5 to 10 minutes,600,29.4238889,-98.4933333,disk,tx
36427,indianapolis,A rotating&#44 soundless object followed me home from boy scouts.,us,3/2/2004,4/13/1993 22:30,10-15 minutes,900,39.7683333,-86.1580556,circle,in
36428,pagosa springs,Huge long narrow aircraft with seven huge lights appeared 100 ft. above our car and followed us for approximately a half mile,us,10/30/2006,4/13/1993 23:45,30 seconds,30,37.2694444,-107.00916670000001,cigar,co
36429,london (uk/england),Nothing on Earth glows brightly&#44 hovers and pitches directly upwards at that speed,gb,12/23/2002,4/13/1995 22:15,90 secs max,90,51.514125,-0.093689,light,
36430,west memphis,Memphis FAA controller relays sighting rept.--- Man sees green &quot;roman candle&quot; descend to ground&#44 streak north.,us,11/2/1999,4/13/1995 23:07,5 sec.,5,35.1494444,-90.04888890000001,,tn
36431,san diego,4/13/97 approx.7:06pm  I video taped an object flying through the tail of the Hale Bopp comet.,us,9/24/2003,4/13/1997 19:07,4-6sec,6,32.7152778,-117.1563889,light,ca
36432,binghamton,rolling&#44 changing color &amp; shape&#44silent&#44bluesky,us,3/17/2004,4/13/1998 07:00,3 min,180,42.0986111,-75.9183333,other,ny
36433,beaverton (canada),i was walking with a few friends and i saw 3 lights in the sky and they kept on getting closer and closer and suddenly i could make out,ca,12/2/2000,4/13/1999 01:00,00:20,20,44.433333,-79.15,triangle,on
36434,poca (3.5 miles north of),Saw unusal light &quot;star&quot; move across sky - amber orb lowered and followed 2 witnesses (from dime size to basketball size in seconds. whi,us,7/1/2002,4/13/1999 20:50,5-10 min,600,38.4722222,-81.8144444,sphere,wv
36435,gardena,Looking in Southeast <saucer with amber colored lights on bottom of craft&#44 moving fast&#44 with no sound &#44 Approx.10&#44000ft.Rotating in a g,us,4/26/1999,4/13/1999 21:20,2min.,120,33.8883333,-118.30805559999999,disk,ca
36436,youngstown,A large oval glow hovering over a house was reported in Youngstown on a late April night.,us,8/16/2002,4/13/1999 22:30,aprox 8 min.,480,41.0997222,-80.64972220000001,oval,oh
